DATE,DAY,TIMESLOT,TIMINGS,MULTIPLEX,MOVIE,CATEGORY,TAG,LOCATION,lon,lat,IMDB,RottenTom,IndieWire
26-October-2018,Friday,10AM,11:00AM - 1:05 PM,"PVR ICON
AUDI 2
220","
In The Aisles
Thomas Stuber
Germany | 125 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,7.3,90,
28-October-2018,Sunday,5PM,5:45PM - 8:01PM,"PVR ICON
AUDI 3
312","
Ash Is Purest White
Jia Zhangke
China | 136 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,6.9,79,
26-October-2018,Friday,10AM,11:30AM - 1:35PM,"PVR ECX
AUDI 4
216","
Birds Of Passage
Cristina Gallego, Ciro Guerra
Colombia, France, Mexico, Denmark | 125 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,8.1,91,
27-October-2018,Saturday,5PM,6:00PM - 8:20PM,"PVR ICON
AUDI 1
236","
The Sound Man Mangesh Desai
Subash Sahoo
India | 112 mins
Introduction | Q&A
IS",India Story,IS,VERSOVA,30.55573,-0.61179,,,
26-October-2018,Friday,10AM,11:00AM - 12:36PM,"PVR ECX
AUDI 1
216","
Hotel By The River
Hong Sang-soo
South Korea | 96 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,7.1,92,
28-October-2018,Sunday,8PM,8:30PM - 10:35PM,"PVR ICON
AUDI 1
236","
Manta Ray
Phuttiphong Aroonpheng
Thailand, France, China | 105 mins
Introduction | Q&A
IC",International Competition,IC,VERSOVA,30.55573,-0.61179,7.2,,
27-October-2018,Saturday,2PM,4:15PM - 5:49PM,"PVR ECX
AUDI 4
216","
Ruben Brandt, Collector
Milorad Krstić
Hungary | 94 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,7.9,,
26-October-2018,Friday,2PM,NA,"PVR ICON
AUDI 4
312",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
26-October-2018,Friday,10AM,NA,"PVR ECX
AUDI 3
216",No screening,No screening,No screening,ANDHERI (W),30.55573,-0.61179,,,
26-October-2018,Friday,10AM,10:00AM - 11:49AM,"PVR ICON
AUDI 1
236","Leave No Trace
Debra Granik
USA | 109 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,7.3,88,
26-October-2018,Friday,12PM,2:30PM - 4:18PM,"PVR ECX
AUDI 4
216","
Border
Ali Abbasi
Sweden, Denmark | 108 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,7.2,78,3.5
27-October-2018,Saturday,2PM,NA,"PVR ECX
AUDI 5
216",No screening,No screening,No screening,ANDHERI (W),30.55573,-0.61179,,,
26-October-2018,Friday,5PM,6:00PM - 8:00PM,"PVR ECX
AUDI 3
216","
Jonaki
Aditya Vikram Sengupta
India, France, Singapore | 95 mins
Introduction | Q&A
IG",India Gold,IG,ANDHERI (W),30.55573,-0.61179,7.7,,
26-October-2018,Friday,12PM,12:15PM - 2:15PM,"PVR ICON
AUDI 4
312","Royal Stag Barrel Select Large Short Films | World Premieres
India | 70 mins
Q&A
RS",Royal Stag Barrel Select Large Short Films,RS,VERSOVA,30.55573,-0.61179,,,
26-October-2018,Friday,10AM,10:30AM - 12:08PM,"PVR ECX
AUDI 2
216","
Open Seas
Michiel van Erp
Netherlands | 98 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,7.4,,
27-October-2018,Saturday,8PM,9:00PM - 11:05PM,"PVR ICON
AUDI 1
236","
The Gentle Indifference Of The World
Adilkhan Yerzhanov
Kazakhstan, France | 100 mins
Introduction | Q&A
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,6.3,,
28-October-2018,Sunday,8PM,8:30PM - 10:35PM,"PVR ECX
AUDI 1
216","
Manta Ray
Phuttiphong Aroonpheng
Thailand, France, China | 105 mins
Introduction | Q&A
IC",International Competition,IC,ANDHERI (W),30.55573,-0.61179,7.2,,
26-October-2018,Friday,2PM,3:30PM - 5:05PM,"PVR ECX
AUDI 3
216","
MATANGI/MAYA/M.I.A.
Steve Loveridge
USA, UK, Sri Lanka | 95 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,,,
26-October-2018,Friday,5PM,6:00PM - 8:05PM,"PVR ICON
AUDI 4
312","Imago
Karan Chavan, Vikram Patil
India | 97 mins
Introduction | Q&A
IS",India Story,IS,VERSOVA,30.55573,-0.61179,7.5,,
26-October-2018,Friday,12PM,1:00PM - 2:32PM,"PVR ECX
AUDI 2
216","
Suspiria (1977)
Dario Argento
Italy | 92 mins
RC",Restored Classics,RC,ANDHERI (W),30.55573,-0.61179,6.6,73,
27-October-2018,Saturday,5PM,5:45PM - 8:00PM,"PVR ECX
AUDI 5
216","
Hamid
Aijaz Khan
India | 108 mins
Introduction | Q&A
IS",India Story,IS,ANDHERI (W),30.55573,-0.61179,,,
31-October-2018,Wednesday,5PM,6:30PM - 8:25PM,"PVR ICON
AUDI 2
220","
The Eyes Of Orson Welles
Mark Cousins
UK | 115 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,6.8,,
27-October-2018,Saturday,5PM,5:45PM - 8:00PM,"PVR ECX
AUDI 3
216","
Amaltash
Suhas Desale
India | 114 mins
Introduction | Q&A
MT",Marathi Talkies,MT,ANDHERI (W),30.55573,-0.61179,,,
28-October-2018,Sunday,10AM,11:00AM - 1:30PM,"PVR ECX
AUDI 3
216","
Bornodi Bhotiai
Anupam Kaushik Borah
India | 132 mins
Introduction | Q&A
IS",India Story,IS,ANDHERI (W),30.55573,-0.61179,,,
26-October-2018,Friday,5PM,7:15PM - 9:20PM,"PVR ECX
AUDI 1
216","
The Heiresses
Marcelo Martinessi
Paraguay, Uruguay, Germany | 98 mins
Introduction | Q&A
IC",International Competition,IC,ANDHERI (W),30.55573,-0.61179,,,
26-October-2018,Friday,5PM,6:45PM - 7:51PM,"PVR ICON
AUDI 2
220","
Grass
Hong Sang-soo
South Korea | 66 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,,,
26-October-2018,Friday,5PM,5:45PM - 7:50PM,"PVR ICON
AUDI 1
236","Balekempa
Ere Gowda
India | 103 mins
Introduction | Q&A
IG",India Gold,IG,VERSOVA,30.55573,-0.61179,,,
27-October-2018,Saturday,8PM,8:45PM - 10:30PM,"PVR ECX
AUDI 5
216","
True Blue
Swati Dandekar
India | 85 mins
Introduction | Q&A
IS",India Story,IS,ANDHERI (W),30.55573,-0.61179,,,
26-October-2018,Friday,5PM,6:00PM - 8:30PM,"PVR ECX
AUDI 2
216","
Ghode Ko Jalebi Khilane Le Ja Riya Hoon
Anamika Haksar
India | 122 mins
Introduction | Q&A
IS",India Story,IS,ANDHERI (W),30.55573,-0.61179,,,
27-October-2018,Saturday,5PM,7:00PM - 9:28PM,"PVR ECX
AUDI 2
216","
Burning
Lee Chang-dong
South Korea | 148 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,,,
27-October-2018,Saturday,5PM,5:45PM - 7:50PM,"PVR ICON
AUDI 3
312","
Soni
Ivan Ayr
India | 97 mins
Introduction | Q&A
IG",India Gold,IG,VERSOVA,30.55573,-0.61179,,,
28-October-2018,Sunday,10AM,11:30AM - 1:20PM,"PVR ICON
AUDI 1
236","
Carmine Street Guitars
Ron Mann
Canada | 80 mins
Introduction | Q&A
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,8,,
26-October-2018,Friday,12PM,1:45PM - 3:35PM,"PVR ICON
AUDI 2
220","
Too Late To Die Young
Dominga Sotomayor
Chile, Brazil, Argentina | 110 minutes
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,6.7,,3.5
26-October-2018,Friday,8PM,NA,"PVR ECX
AUDI 1
216",No screening,No screening,No screening,ANDHERI (W),30.55573,-0.61179,,,
27-October-2018,Saturday,8PM,8:45PM - 11:05PM,"PVR ICON
AUDI 3
312","
Mandy | 121 mins
preceded by
Helsinki Mansplaining Massacre | 15 mins
Introduction by Curator
AD",After Dark,AD,VERSOVA,30.55573,-0.61179,,,
26-October-2018,Friday,8PM,8:45PM - 10:59PM,"PVR ICON
AUDI 1
236","
Mard Ko Dard Nahi Hota
Vasan Bala
India | 134 mins
OPENING FILM",Opening Film,OF,VERSOVA,30.55573,-0.61179,,,
27-October-2018,Saturday,8PM,8:30PM - 10:35PM,"PVR ICON
AUDI 2
220","
Shoplifters
Hirokazu Kore-eda
Japan | 125 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,,,
27-October-2018,Saturday,5PM,5:45PM - 7:21PM,"PVR ICON
AUDI 2
220","
Climax
Gaspar Noé
France | 96 mins
RDV",Rendezvous with French Cinema,RDV,VERSOVA,30.55573,-0.61179,,,
26-October-2018,Friday,2PM,4:15PM - 6:35PM,"PVR ECX
AUDI 1
216","
Nathicharami
Mansore
India | 113 mins
Introduction | Q&A
IS",India Story,IS,ANDHERI (W),30.55573,-0.61179,,,
26-October-2018,Friday,8PM,8:00PM - 9:35PM,"PVR ECX
AUDI 4
216","
A Land Imagined
Yeo Siew Hua
Singapore, France, Netherlands | 95 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,6.6,62,3
26-October-2018,Friday,2PM,NA,"PVR ECX
AUDI 5
216",No screening,No screening,No screening,ANDHERI (W),30.55573,-0.61179,,,
26-October-2018,Friday,2PM,NA,"PVR ECX
AUDI 4
216",No screening,No screening,No screening,ANDHERI (W),30.55573,-0.61179,,,
27-October-2018,Saturday,10AM,11:00AM - 1:00PM,"PVR ICON
AUDI 4
312","Supa Modo
Likarion Wanaina | Kenya | 74 mins 

Introduction and Discussion with Curator

HT | Age Eligibility: 5+",Half Ticket,HT,VERSOVA,30.55573,-0.61179,,,
28-October-2018,Sunday,8PM,9:15PM - 11:20PM,"PVR ECX
AUDI 4
216","
Shoplifters
Hirokazu Kore-eda
Japan | 125 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,,,
27-October-2018,Saturday,8PM,9:00PM - 10:35PM,"PVR ICON
AUDI 4
312","
Cold War
Paweł Pawlikowski
Poland, France, UK | 88 mins
Introduction
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,,,
27-October-2018,Saturday,10AM,11:00AM - 1:00PM,"PVR ICON
AUDI 4
312","
Reza
Alireza Motamedi
Iran | 94 mins
Introduction | Q&A
IC",International Competition,IC,VERSOVA,30.55573,-0.61179,5.4,83,
29-October-2018,Monday,2PM,2:00PM - 3:53PM,"PVR ICON
AUDI 2
220","
Hyenas
Djibril Diop Mambéty
Switzerland, France, Senegal | 113 mins
RC",Restored Classics,RC,VERSOVA,30.55573,-0.61179,,,
29-October-2018,Monday,2PM,2:15PM - 4:45PM,"PVR ICON
AUDI 1
236","
Sivaranjani and Two Other Women
Vasanth S Sai
India | 123 mins
Introduction | Q&A
SP",Spotlight,SP,VERSOVA,30.55573,-0.61179,,,
27-October-2018,Saturday,10AM,11:30AM - 1:30PM,"PVR ICON
AUDI 3
312","
Bulbul Can Sing
Rima Das
India | 92 mins
Introduction | Q&A
IG",India Gold,IG,VERSOVA,30.55573,-0.61179,,,
26-October-2018,Friday,2PM,4:15PM - 6:01PM,"PVR ICON
AUDI 2
220","
Generation Wealth
Lauren Greenfield
USA | 106 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,,,
29-October-2018,Monday,12PM,1:45PM - 3:50PM,"PVR ICON
AUDI 3
312","
Birds Of Passage
Cristina Gallego, Ciro Guerra
Colombia, France, Mexico, Denmark | 125 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,8.1,91,
28-October-2018,Sunday,12PM,12:45PM - 3:00PM,"PVR ICON
AUDI 3
312","
Roma
Alfonso Cuarón
Mexico | 135 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,,,
01-November-2018,Thursday,10AM,10:30AM - 12:04PM,"PVR ICON
AUDI 3
312","
Madeline's Madeline
Josephine Decker
USA | 94 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,,,
29-October-2018,Monday,2PM,4:45PM - 6:30PM,"PVR ICON
AUDI 3
312","
All You Can Eat Buddha
Ian Lagarde
Canada | 85 mins
Introduction | Q&A
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,5.8,,
27-October-2018,Saturday,10AM,10:30AM - 12:04PM,"PVR ECX
AUDI 1
216","
Madeline's Madeline
Josephine Decker
USA | 94 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,,,
27-October-2018,Saturday,10AM,10:30AM - 12:10PM,"PVR ICON
AUDI 1
236","
3 Faces
Jafar Panahi
Iran | 100 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,7,93,3.5
26-October-2018,Friday,5PM,NA,"PVR ECX
AUDI 5
216",No screening,No screening,No screening,ANDHERI (W),30.55573,-0.61179,,,
27-October-2018,Saturday,10AM,10:00AM - 1:54PM,"PVR ECX
AUDI 3
216","
An Elephant Sitting Still
Hu Bo
China | 234 mins
IC",International Competition,IC,ANDHERI (W),30.55573,-0.61179,7.9,91,
26-October-2018,Friday,12PM,1:00PM - 2:35PM,"PVR ECX
AUDI 3
216","
Dimensions Mumbai
16 Short Films | 75 mins
Introduction
DM",Dimensions Mumbai,DM,ANDHERI (W),30.55573,-0.61179,,,
28-October-2018,Sunday,2PM,2:00PM - 5:54PM,"PVR ICON
AUDI 6
86","
An Elephant Sitting Still
Hu Bo
China | 234 mins
IC",International Competition,IC,VERSOVA,30.55573,-0.61179,7.9,91,
29-October-2018,Monday,5PM,7:15PM - 8:50PM,"PVR ICON
AUDI 3
312","
Nancy
Christina Choe
USA | 87 mins
Introduction
IC",International Competition,IC,VERSOVA,30.55573,-0.61179,,,
28-October-2018,Sunday,2PM,4:30PM - 6:14PM,"PVR ICON
AUDI 4
312","
Wildlife
Paul Dano
USA | 104 mins
IC",International Competition,IC,VERSOVA,30.55573,-0.61179,,,
27-October-2018,Saturday,12PM,12:50PM - 3:00PM,"PVR ICON
AUDI 1
236","
Manta Ray
Phuttiphong Aroonpheng
Thailand, France, China | 105 mins
Introduction | Q&A
IC",International Competition,IC,VERSOVA,30.55573,-0.61179,7.2,,
27-October-2018,Saturday,10AM,NA,"PVR ECX
AUDI 5
216",No screening,No screening,No screening,ANDHERI (W),30.55573,-0.61179,,,
28-October-2018,Sunday,2PM,2:30PM - 4:50PM,"PVR ECX
AUDI 1
216","
Udalazham
Unnikrishnan Avala
India | 119 mins
Introduction | Q&A
IS",India Story,IS,ANDHERI (W),30.55573,-0.61179,,,
27-October-2018,Saturday,12PM,NA,"PVR ECX
AUDI 3
216",No screening,No screening,No screening,ANDHERI (W),30.55573,-0.61179,,,
26-October-2018,Friday,8PM,8:00PM - 10:20PM,"PVR ECX
AUDI 5
216","
In Fabric | 117 mins
preceded by
The World Over | 17 mins
Introduction by Curator
AD",After Dark,AD,ANDHERI (W),30.55573,-0.61179,,,
28-October-2018,Sunday,2PM,2:15PM - 4:20PM,"PVR ECX
AUDI 3
216","
The Gentle Indifference Of The World
Adilkhan Yerzhanov
Kazakhstan, France | 100 mins
Introduction | Q&A
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,6.3,,
27-October-2018,Saturday,12PM,NA,"PVR ICON
AUDI 4
312",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
26-October-2018,Friday,8PM,NA,"PVR ECX
AUDI 2
216",No screening,No screening,No screening,ANDHERI (W),30.55573,-0.61179,,,
26-October-2018,Friday,5PM,7:30PM - 9:44PM,"PVR ICON
AUDI 3
312","
Mard Ko Dard Nahi Hota
Vasan Bala
India | 134 mins
Introduction | Q&A
OPENING FILM",Opening Film,OF,VERSOVA,30.55573,-0.61179,,,
26-October-2018,Friday,8PM,NA,"PVR ICON
AUDI 3
312",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
27-October-2018,Saturday,12PM,1:00PM - 2:24PM,"PVR ICON
AUDI 2
220","
The Image Book
Jean-Luc Godard
Switzerland, France | 84 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,,,
27-October-2018,Saturday,12PM,1:30PM - 3:02PM,"PVR ECX
AUDI 2
216","
Thunder Road
Jim Cummings
USA | 92 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,8.7,95,
28-October-2018,Sunday,2PM,3:00PM - 4:25PM,"PVR ICON
AUDI 5
86","
All You Can Eat Buddha
Ian Lagarde
Canada | 85 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,5.8,,
31-October-2018,Wednesday,10AM,NA,"PVR ICON
AUDI 5
86",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
26-October-2018,Friday,5PM,5:30PM - 7:10PM,"PVR ECX
AUDI 4
216","
Fugue
Agnieszka Smoczyńska
Poland | 100 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,,,
27-October-2018,Saturday,12PM,2:00PM - 3:32PM,"PVR ECX
AUDI 4
216","
Diamantino
Gabriel Abrantes, Daniel Schmidt
Portugal, France, Brazil | 92 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,,,
28-October-2018,Sunday,12PM,NA,"PVR ECX
AUDI 3
216",No screening,No screening,No screening,ANDHERI (W),30.55573,-0.61179,,,
28-October-2018,Sunday,5PM,5:30PM - 7:22PM,"PVR ICON
AUDI 5
86","
The Sound Man Mangesh Desai
Subash Sahoo
India | 112 mins
IS",India Story,IS,VERSOVA,30.55573,-0.61179,,,
27-October-2018,Saturday,2PM,3:30PM - 4:50PM,"PVR ICON
AUDI 2
220","
Azougue Nazaré
Tiago Melo
Brazil | 80 mins
IC",International Competition,IC,VERSOVA,30.55573,-0.61179,6.5,,4.8
26-October-2018,Friday,8PM,9:00PM - 10:52PM,"PVR ECX
AUDI 3
216","
Sorry To Bother You
Boots Riley
USA | 112 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,,,
27-October-2018,Saturday,2PM,3:45PM - 5:45PM,"PVR ECX
AUDI 1
216","
Jonaki
Aditya Vikram Sengupta
India, France, Singapore | 95 mins
Introduction | Q&A
IG",India Gold,IG,ANDHERI (W),30.55573,-0.61179,7.7,,
28-October-2018,Sunday,10AM,11:30AM - 1:20PM,"PVR ICON
AUDI 1
236","
Too Late To Die Young
Dominga Sotomayor
Chile, Brazil, Argentina | 110 minutes
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,6.7,,3.5
27-October-2018,Saturday,2PM,2:15PM - 4:55PM,"PVR ICON
AUDI 3
312","
Bhonsle
Devashish Makhija
India | 133 mins
Introduction | Q&A
IS",India Story,IS,VERSOVA,30.55573,-0.61179,,,
28-October-2018,Sunday,5PM,6:45PM - 8:31PM,"PVR ECX
AUDI 2
216","
Non-Fiction
Olivier Assayas
France | 106 mins
RDV",Rendezvous with French Cinema,RDV,ANDHERI (W),30.55573,-0.61179,,,
27-October-2018,Saturday,2PM,2:30PM - 4:08PM,"PVR ICON
AUDI 4
312","
Mirzapur
Gurmmeet Singh
India | 98 mins
PLAY",PLAY,PL,VERSOVA,30.55573,-0.61179,,,
26-October-2018,Friday,10AM,10:00AM - 1:01PM,"PVR ECX
AUDI 5
216","
Mr. India
Shekhar Kapur
India | 181 mins
TR (IND)",Tribute International,TR (IND),ANDHERI (W),30.55573,-0.61179,,,
29-October-2018,Monday,8PM,8:00PM - 9:50PM,"PVR ICON
AUDI 4
312","
The Flight
Buddhadeb Dasgupta
India | 82 mins
Introduction | Q&A
SP",Spotlight,SP,VERSOVA,30.55573,-0.61179,,,
26-October-2018,Friday,10AM,10:00AM - 11:32PM,"PVR ICON
AUDI 4
312","The Miseducation Of Cameron Post
Desiree Akhavan
USA | 92 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,,,
27-October-2018,Saturday,2PM,3:45PM - 5:20PM,"PVR ICON
AUDI 1
236","
BUDDHA.mov
Kabir Mehta
India | 70 mins
Introduction | Q&A
SP",Spotlight,SP,VERSOVA,30.55573,-0.61179,,,
01-November-2018,Thursday,2PM,4:00PM - 5:55PM,"PVR ECX
AUDI 2
216","
The Eyes Of Orson Welles
Mark Cousins
UK | 115 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,6.8,,
27-October-2018,Saturday,2PM,4:00PM - 6:03PM,"PVR ECX
AUDI 2
216","
A Twelve-Year Night
Álvaro Brechner
Spain, Argentina, Uruguay | 123 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,7.8,,4.8
28-October-2018,Sunday,5PM,6:00PM - 7:32PM,"PVR ICON
AUDI 2
220","
Thunder Road
Jim Cummings
USA | 92 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,8.7,95,
29-October-2018,Monday,8PM,8:00PM - 9:50PM,"PVR ICON
AUDI 4
312","
Too Late To Die Young
Dominga Sotomayor
Chile, Brazil, Argentina | 110 minutes
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,6.7,,3.5
31-October-2018,Wednesday,12PM,1:30PM - 3:30PM,"PVR ECX
AUDI 1
216","
Photo-Prem
Aditya Rathi
India | 93 mins
Introduction | Q&A
MT",Marathi Talkies,MT,ANDHERI (W),30.55573,-0.61179,,,
29-October-2018,Monday,8PM,7:30PM - 9:25PM,"PVR ICON
AUDI 2
220","
The Eyes Of Orson Welles
Mark Cousins
UK | 115 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,6.8,,
29-October-2018,Monday,8PM,9:00PM - 11:00PM,"PVR ICON
AUDI 6
86","
The Gentle Indifference Of The World
Adilkhan Yerzhanov
Kazakhstan, France | 100 mins
Introduction | Q&A
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,6.3,,
27-October-2018,Saturday,10AM,11:00AM - 1:08PM,"PVR ECX
AUDI 4
216","
Samouni Road
Stefano Savona
Italy, France | 128 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,,,
27-October-2018,Saturday,5PM,6:30PM - 8:35PM,"PVR ECX
AUDI 1
216","
Buddha
Vinit Chandrasekharan
India | 100 mins
Introduction | Q&A
IG",India Gold,IG,ANDHERI (W),30.55573,-0.61179,,,
26-October-2018,Friday,12PM,12:30PM - 2:05PM,"PVR ICON
AUDI 1
236","And Breathe Normally
Ísold Uggadóttir
Iceland, Sweden, Belgium | 95 mins
IC",International Competition,IC,VERSOVA,30.55573,-0.61179,,,
30-October-2018,Tuesday,10AM,NA,"PVR ECX
AUDI 5
216",No screening,No screening,No screening,ANDHERI (W),30.55573,-0.61179,,,
28-October-2018,Sunday,8PM,NA,"PVR ICON
AUDI 5
86",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
30-October-2018,Tuesday,10AM,NA,"PVR ECX
AUDI 4
216",No screening,No screening,No screening,ANDHERI (W),30.55573,-0.61179,,,
26-October-2018,Friday,12PM,NA,"PVR ECX
AUDI 5
216",No screening,No screening,No screening,ANDHERI (W),30.55573,-0.61179,,,
28-October-2018,Sunday,8PM,NA,"PVR ICON
AUDI 6
86",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
27-October-2018,Saturday,5PM,6:00PM - 7:45PM,"PVR ICON
AUDI 4
312","
The Seventh Seal
Ingmar Bergman
Sweden | 97 mins
Introduction
TR (INTER)",Tribute India,TR (INTER),VERSOVA,30.55573,-0.61179,,,
28-October-2018,Sunday,8PM,9:30PM - 11:20PM,"PVR ECX
AUDI 5
216","
The Flight
Buddhadeb Dasgupta
India | 82 mins
Introduction | Q&A
SP",Spotlight,SP,ANDHERI (W),30.55573,-0.61179,,,
30-October-2018,Tuesday,10AM,11:00AM - 11:35AM,"PVR ECX
AUDI 1
216","Commensal
Lucien Castaing-Taylor, Véréna Paravel
32 mins 

Introduction
TNM Multi-Screen Cinema",The New Medium,TNM,ANDHERI (W),30.55573,-0.61179,,,
29-October-2018,Monday,5PM,06:30PM - 08:00PM,"ECX 1

216
(The New Medium)","The Great Silence
Allora & Calzadilla
17 mins

77sqm_9:26min
Forensic Architecture
29 mins

Introduction
TNM Multi-Screen Cinema
",The New Medium,TNM,ANDHERI (W),30.55573,-0.61179,,,
28-October-2018,Sunday,8PM,8:15PM - 10:50PM,"PVR ICON
AUDI 2
220","
The House That Jack Built
Lars von Trier
Denmark, Sweden, France | 155 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,,,
01-November-2018,Thursday,8PM,7:00PM - 8:40PM,"PVR ECX
AUDI 3
216","
Jonaki
Aditya Vikram Sengupta
India, France, Singapore | 95 mins
IG",India Gold,IG,ANDHERI (W),30.55573,-0.61179,7.7,,
26-October-2018,Friday,12PM,1:30PM - 3:30PM,"PVR ECX
AUDI 1
216","
The Price Of Free
Derek Doneen
USA | 92 mins
Introduction | Q&A
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,,,
27-October-2018,Saturday,5PM,6:30PM - 7:36PM,"PVR ECX
AUDI 4
216","
Grass
Hong Sang-soo
South Korea | 66 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,,,
28-October-2018,Sunday,8PM,9:45PM - 11:45PM,"PVR ICON
AUDI 4
312","
The Day I Lost My Shadow
Soudade Kaadan
Syria, Lebanon, France, Qatar | 94 mins
Introduction | Q&A
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,,,
30-October-2018,Tuesday,10AM,11:30AM - 12:53PM,"PVR ICON
AUDI 2
220","Amal
Mohamed Siam 
Egypt, Lebanon, Germany | 83 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,,,
26-October-2018,Friday,2PM,3:00PM - 4:42PM,"PVR ICON
AUDI 1
236","The Harvesters
Etienne Kallos
France, Greece, Poland, South Africa | 102 mins
IC",International Competition,IC,VERSOVA,30.55573,-0.61179,,,
27-October-2018,Saturday,8PM,8:30PM - 10:35PM,"PVR ICON
AUDI 2
220","
Touch Me Not
Adina Pintilie
Romania | 125 mins
IC",International Competition,IC,VERSOVA,30.55573,-0.61179,,,
30-October-2018,Tuesday,12PM,12:15PM - 2:15PM,"PVR ECX
AUDI 4
216","
Reza
Alireza Motamedi
Iran | 94 mins
Introduction | Q&A
IC",International Competition,IC,ANDHERI (W),30.55573,-0.61179,5.4,83,
27-October-2018,Saturday,8PM,9:15PM - 11:25PM,"PVR ECX
AUDI 1
216","
Bilathikuzhal
Vinu Kolichal
India | 103 mins
Introduction | Q&A
IS",India Story,IS,ANDHERI (W),30.55573,-0.61179,,,
30-October-2018,Tuesday,12PM,NA,"PVR ICON
AUDI 1
236",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
29-October-2018,Monday,10AM,NA,"PVR ICON
AUDI 6
86",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
29-October-2018,Monday,10AM,NA,"PVR ICON
AUDI 5
86",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
26-October-2018,Friday,10AM,NA,"PVR ICON
AUDI 3
312",No screening,No screening,No screening,VERSOVA,30.55573,-0.61179,,,
26-October-2018,Friday,2PM,3:30PM - 5:04PM,"PVR ECX
AUDI 2
216","
The Day I Lost My Shadow
Soudade Kaadan
Syria, Lebanon, France, Qatar | 94 mins
WC",World Cinema,WC,ANDHERI (W),30.55573,-0.61179,,,
29-October-2018,Monday,10AM,11:30AM - 1:17PM,"PVR ICON
AUDI 2
220","
Saraband
Ingmar Bergman
Sweden, Denmark, Norway | 107 mins
TR (INTER)",Tribute India,TR (INTER),VERSOVA,30.55573,-0.61179,,,
29-October-2018,Monday,10AM,11:30AM - 12:50PM,"PVR ICON
AUDI 3
312","
Carmine Street Guitars
Ron Mann
Canada | 80 mins
WC",World Cinema,WC,VERSOVA,30.55573,-0.61179,9,,
